,id,age,education,marital_status,income,childrenhome,dt_customer,recency,wine_products,fruit_products,meat_products,fish_products,sweet_products,gold_products,total_products,deal_purchases,web_purchases,catalog_purchases,store_purchases,total_purchases,web_visits_permonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,total_cmp,complain,response
1066,3005,32,Graduation,Single,83528.0,0,2014-05-01,7,530,117,678,134,44,147,1650,1,4,10,8,22,1,1,0,0,1,0,2,0,1
1067,2223,59,2n Cycle,Divorced,64176.0,1,2012-08-03,52,1215,33,249,64,116,149,1826,8,8,9,8,25,6,0,0,0,0,0,0,0,0
1068,4817,68,Graduation,Divorced,22304.0,0,2012-08-04,91,3,2,7,0,4,2,18,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1069,2875,46,Graduation,Married,67023.0,0,2014-03-04,93,444,44,382,11,8,17,906,1,3,7,13,23,2,0,0,0,0,0,0,1,0
1070,10536,53,PhD,Together,32892.0,1,2014-05-25,78,26,0,15,2,1,2,46,2,3,0,3,6,8,0,0,0,0,0,0,0,0
1071,11112,58,Graduation,Together,70713.0,1,2012-12-03,23,736,114,279,82,76,190,1477,6,5,6,8,19,3,0,0,0,0,0,0,0,0
1072,3807,69,Graduation,Together,59925.0,1,2012-11-30,83,473,21,176,19,21,56,766,3,9,2,9,20,6,0,0,0,0,0,0,0,0
1073,9197,71,Graduation,Married,39722.0,1,2014-02-24,92,32,0,5,2,0,8,47,2,2,0,3,5,5,0,0,0,0,0,0,0,0
1074,10832,66,Graduation,Together,46610.0,0,2013-07-18,4,288,10,30,4,10,125,467,1,6,1,6,13,6,0,0,0,0,0,0,0,0
1075,6421,63,Graduation,Together,88347.0,0,2013-07-03,32,1050,178,555,77,138,118,2116,1,4,7,9,20,1,0,0,0,1,0,1,0,0
1076,4207,43,PhD,Married,87171.0,0,2013-05-01,27,1001,44,107,58,44,44,1298,1,6,7,11,24,2,1,0,1,0,0,2,0,0
1077,577,48,2n Cycle,Together,26907.0,2,2013-08-20,10,9,1,7,0,3,2,22,2,1,0,3,4,7,0,0,0,0,0,0,0,0
1078,10855,56,Master,Single,50014.0,1,2014-01-22,9,234,14,77,19,10,42,396,2,4,1,8,13,5,0,0,0,0,0,0,0,0
1079,3081,46,PhD,Married,41014.0,1,2013-04-22,65,7,2,6,2,0,3,20,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1080,3535,59,Graduation,Single,66294.0,0,2014-03-17,68,251,108,334,65,92,117,967,1,4,3,5,12,2,0,0,0,0,0,0,0,0
1081,247,53,Graduation,Married,36715.0,1,2012-11-17,16,172,10,125,21,13,16,357,6,7,2,4,13,9,0,0,0,0,0,0,0,1
1082,8707,68,Graduation,Married,79456.0,0,2012-08-22,12,565,42,548,64,83,99,1401,1,5,6,4,15,3,0,0,0,0,0,0,0,1
1083,9523,42,Graduation,Together,40479.0,1,2013-08-17,95,5,0,8,2,0,0,15,1,0,0,3,3,4,0,0,0,0,0,0,0,0
1084,6072,54,Master,Single,75345.0,0,2013-02-02,16,918,57,842,99,38,133,2087,1,5,8,6,19,3,0,0,0,1,0,1,0,1
1085,6295,47,Graduation,Married,54233.0,1,2013-02-04,46,652,8,158,21,0,142,981,4,11,6,5,22,8,0,0,0,0,0,0,0,0
1086,10914,54,Graduation,Single,24163.0,2,2013-10-12,3,4,1,7,2,1,2,17,2,1,0,3,4,4,0,0,0,0,0,0,0,0
1087,1509,66,PhD,Together,84460.0,0,2013-01-04,80,152,27,103,106,54,81,523,0,9,9,4,22,5,0,1,1,1,1,4,0,1
1088,5577,41,Graduation,Together,43776.0,1,2014-05-03,77,8,0,9,2,1,3,23,1,1,0,2,3,6,0,0,0,0,0,0,0,0
1089,7348,66,PhD,Single,71691.0,0,2014-03-17,0,336,130,411,240,32,43,1192,1,4,7,5,16,2,0,0,0,0,0,0,0,1
1090,1127,51,PhD,Married,85844.0,0,2014-05-29,62,938,19,843,25,95,38,1958,1,6,6,7,19,2,0,0,1,0,0,1,0,0
1091,1833,50,PhD,Single,39190.0,1,2014-04-26,91,68,8,18,19,8,12,133,2,2,1,4,7,5,0,0,0,0,0,0,0,0
1092,4944,65,Graduation,Together,71367.0,0,2013-08-23,24,227,23,389,42,21,75,777,1,4,5,7,16,2,0,0,0,0,0,0,0,0
1093,9080,52,PhD,Single,38578.0,2,2013-06-22,2,38,4,22,3,3,3,73,3,3,0,3,6,8,0,0,0,0,0,0,0,0
1094,6466,59,PhD,Married,57236.0,2,2014-03-12,22,105,0,9,2,1,4,121,3,2,1,4,7,3,0,0,0,0,0,0,0,0
1095,9964,45,Graduation,Single,61825.0,1,2013-08-07,56,162,50,100,55,30,27,424,1,4,2,8,14,4,0,0,0,0,0,0,0,0
1096,4790,66,Graduation,Divorced,79803.0,1,2014-06-02,54,574,8,216,21,16,33,868,1,4,3,5,12,1,0,0,0,0,0,0,0,0
1097,10245,38,2n Cycle,Single,80910.0,0,2012-10-31,71,160,80,369,67,39,41,756,1,3,3,8,14,1,0,0,0,0,0,0,0,0
1098,1109,42,Master,Together,27590.0,1,2013-04-23,38,6,0,5,0,0,1,12,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1099,6001,45,Graduation,Married,56775.0,1,2013-01-02,62,614,35,160,58,35,35,937,2,5,8,10,23,5,0,0,0,0,0,0,0,0
1100,5538,49,Graduation,Divorced,83829.0,0,2013-10-08,78,897,161,430,186,161,27,1862,0,4,7,6,17,1,1,0,1,1,0,3,0,1
1101,10552,45,2n Cycle,Married,54210.0,1,2013-05-20,18,70,54,109,80,9,45,367,2,4,1,7,12,5,0,0,0,0,0,0,0,0
1102,1545,38,Graduation,Married,38508.0,1,2013-08-02,95,120,19,206,25,19,54,443,6,7,2,5,14,8,0,0,0,0,0,0,0,0
1103,7409,54,Graduation,Together,53187.0,1,2013-10-26,66,211,2,30,7,7,10,267,2,4,1,6,11,5,0,0,0,0,0,0,0,0
1104,4444,52,Graduation,Married,30023.0,1,2014-03-24,28,11,0,16,7,6,21,61,1,2,0,3,5,8,0,0,0,0,0,0,0,0
1105,146,64,PhD,Single,76045.0,0,2013-11-15,78,760,53,400,17,93,0,1323,1,4,5,11,20,2,0,0,0,1,0,1,0,0
1106,6271,72,PhD,Married,50870.0,1,2014-06-19,13,53,0,8,0,0,2,63,1,2,0,3,5,5,0,0,0,0,0,0,0,0
1107,10065,54,2n Cycle,Married,15315.0,0,2013-08-03,27,7,4,13,15,8,17,64,2,2,0,4,6,5,0,0,0,0,0,0,0,0
1108,4741,50,2n Cycle,Married,65463.0,1,2014-01-30,17,391,32,70,21,32,16,562,2,6,2,9,17,5,0,1,0,0,0,1,0,0
1109,246,59,Graduation,Married,66480.0,2,2014-05-31,71,199,9,57,20,21,6,312,7,4,1,7,12,4,0,0,0,0,0,0,0,0
1110,375,70,Graduation,Divorced,76773.0,0,2013-02-25,79,516,56,449,86,33,16,1156,1,2,2,11,15,1,0,0,0,0,0,0,0,0
1111,1524,41,2n Cycle,Single,81698.0,0,2013-03-01,1,709,45,115,30,160,45,1104,1,8,2,5,15,5,0,0,0,1,0,1,0,1
1112,10022,51,PhD,Single,54466.0,2,2014-02-09,78,12,0,4,0,0,0,16,1,1,0,2,3,5,0,0,0,0,0,0,0,0
1113,7451,64,Master,Single,98777.0,0,2014-02-17,23,1000,19,711,125,115,38,2008,0,4,6,9,19,1,0,1,0,0,0,1,0,0
1114,11010,40,PhD,Single,16269.0,1,2013-08-30,75,19,3,18,3,1,0,44,3,3,0,3,6,8,0,0,0,0,0,0,0,0
1115,4356,53,Graduation,Together,71819.0,1,2013-08-28,70,1224,28,140,0,14,168,1574,3,3,3,5,11,6,0,1,1,0,0,2,0,0
1116,3885,41,PhD,Married,33569.0,1,2013-10-16,10,16,2,18,3,0,24,63,1,1,1,2,4,8,1,0,0,0,0,1,0,1
1117,1175,41,Master,Married,36262.0,0,2013-09-20,24,88,39,54,64,28,153,426,1,3,5,3,11,6,1,0,0,0,0,1,0,1
1118,880,58,Basic,Together,22634.0,0,2013-01-16,47,2,23,11,8,6,46,96,1,2,1,2,5,8,0,0,0,0,0,0,0,0
1119,2320,46,2n Cycle,Married,47025.0,1,2013-09-12,98,508,11,59,23,5,29,635,5,11,1,6,18,9,0,0,0,0,0,0,0,0
1120,850,56,Graduation,Single,70566.0,1,2013-10-06,4,381,28,215,84,28,21,757,2,6,5,9,20,3,0,0,0,0,0,0,0,0
1121,4713,45,PhD,Married,31605.0,1,2012-11-22,15,74,0,42,2,1,6,125,2,2,1,4,7,7,0,0,0,0,0,0,0,0
1122,675,51,Master,Divorced,52034.0,2,2013-05-17,67,146,0,93,7,13,73,332,5,4,2,5,11,7,0,0,0,0,0,0,0,0
1123,5025,45,Graduation,Single,48526.0,1,2013-12-24,32,23,17,23,43,20,9,135,1,2,1,4,7,3,0,0,0,0,0,0,0,0
1124,2308,70,Graduation,Married,46734.0,1,2012-11-18,40,110,5,137,26,23,29,330,2,6,1,5,12,7,0,0,0,0,0,0,0,0
1125,5995,62,Graduation,Divorced,39552.0,2,2012-12-18,54,165,3,147,4,24,41,384,7,6,2,5,13,8,0,0,0,0,0,0,0,1
1126,6749,58,Graduation,Single,86358.0,2,2012-08-08,78,957,47,494,82,47,95,1722,4,5,3,6,14,8,0,0,0,0,0,0,0,0
1127,1010,47,Graduation,Together,46931.0,3,2014-04-24,94,41,0,17,3,1,16,78,2,1,1,3,5,3,0,0,0,0,0,0,0,0
1128,8977,39,Basic,Single,16581.0,0,2013-01-12,51,1,3,4,2,3,11,24,1,0,0,3,3,4,0,0,0,0,0,0,0,0
1129,4756,72,2n Cycle,Divorced,63998.0,0,2013-12-20,42,176,29,818,0,33,112,1168,1,7,6,11,24,4,0,0,0,0,0,0,0,1
1130,3412,73,Master,Married,67381.0,1,2013-01-15,67,815,8,53,11,0,70,957,4,2,2,9,13,7,0,1,0,0,0,1,0,0
1131,606,57,Graduation,Single,25930.0,2,2013-10-10,87,6,1,2,2,0,4,15,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1132,5961,46,Graduation,Married,42693.0,1,2014-06-07,29,8,4,20,6,3,16,57,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1133,2975,48,Graduation,Together,85606.0,1,2012-11-12,89,717,42,864,219,30,84,1956,2,6,7,9,22,3,0,0,0,1,0,1,0,0
1134,2894,39,Graduation,Single,72903.0,0,2013-10-29,74,1067,138,750,0,19,39,2013,1,7,5,8,20,4,0,1,1,1,0,3,0,1
1135,7613,50,2n Cycle,Together,49669.0,1,2014-05-24,97,166,5,107,11,8,29,326,2,5,1,6,12,6,0,0,0,0,0,0,0,0
1136,10542,56,PhD,Married,36778.0,2,2012-08-05,63,29,4,34,2,4,4,77,3,3,0,3,6,9,0,0,0,0,0,0,0,0
1137,8015,62,PhD,Divorced,85696.0,0,2013-05-03,88,714,76,395,116,0,12,1313,1,4,6,9,19,1,0,0,0,0,0,0,0,1
1138,10617,35,Master,Divorced,10979.0,0,2014-05-22,34,8,4,10,2,2,4,30,2,3,0,3,6,5,0,0,0,0,0,0,0,0
1139,11166,63,Graduation,Married,49678.0,1,2013-02-02,81,229,5,56,3,2,20,315,2,6,2,4,12,7,0,0,0,0,0,0,0,0
1140,849,71,Master,Together,56129.0,1,2013-06-20,65,320,48,133,39,72,48,660,4,6,2,10,18,4,0,0,0,0,0,0,0,0
1141,523,35,Graduation,Married,37155.0,1,2013-01-31,51,23,0,26,7,15,3,74,1,2,0,4,6,5,0,0,0,0,0,0,0,0
1142,4066,46,2n Cycle,Divorced,21282.0,1,2014-05-11,76,1,5,8,4,8,20,46,2,2,1,2,5,6,0,0,0,0,0,0,0,0
1143,8414,62,PhD,Single,33419.0,1,2013-08-17,76,56,0,12,0,0,18,86,2,2,0,4,6,7,0,0,0,0,0,0,0,0
1144,819,79,Graduation,Widow,63285.0,0,2013-11-05,84,508,124,249,50,38,134,1103,1,6,5,13,24,3,0,0,0,0,0,0,0,0
1145,4961,50,Master,Together,21255.0,1,2014-01-21,56,29,0,25,2,2,3,61,4,2,1,4,7,4,0,0,0,0,0,0,0,0
1146,749,43,Graduation,Together,42162.0,1,2013-11-19,31,46,7,59,2,4,27,145,2,3,1,3,7,6,1,0,0,0,0,1,0,1
1147,5430,68,Graduation,Together,54450.0,2,2012-09-14,0,454,0,171,8,19,32,684,12,9,2,8,19,8,0,0,0,0,0,0,0,0
1148,7755,70,PhD,Married,57744.0,1,2013-11-12,91,350,3,39,0,0,19,411,2,9,1,4,14,8,0,0,0,0,0,0,0,0
1149,10525,38,Graduation,Single,26576.0,1,2012-10-13,40,10,0,8,0,0,9,27,1,1,0,2,3,9,1,0,0,0,0,1,0,1
1150,1453,81,PhD,Widow,57513.0,0,2013-07-06,59,735,40,183,52,20,30,1060,2,9,3,13,25,6,0,0,0,0,0,0,0,0
1151,8310,60,Graduation,Together,68142.0,1,2012-08-29,96,897,126,196,91,112,37,1459,3,10,4,7,21,6,0,0,0,0,0,0,0,0
1152,10710,45,Graduation,Married,7500.0,1,2012-08-29,61,5,2,3,3,0,5,18,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1153,5031,50,Graduation,Together,83145.0,0,2012-09-22,14,777,35,731,39,137,114,1833,1,5,9,11,25,2,0,0,1,0,0,1,0,1
1154,2613,64,Master,Married,54197.0,1,2014-04-03,16,162,6,37,6,13,13,237,2,1,3,6,10,1,0,0,0,0,0,0,0,0
1155,213,61,PhD,Single,23091.0,2,2014-05-28,98,35,0,11,0,0,2,48,4,2,1,3,6,7,0,0,0,0,0,0,0,0
1156,967,48,Graduation,Married,46049.0,2,2013-07-21,11,342,9,112,19,14,19,515,10,5,2,9,16,7,0,0,0,0,0,0,0,1
1157,1077,50,Graduation,Together,56715.0,0,2012-12-05,52,258,105,239,237,172,9,1020,1,7,3,4,14,4,0,0,0,0,0,0,0,0
1158,7959,63,Graduation,Married,79410.0,0,2014-05-29,19,658,80,483,123,13,13,1370,1,3,2,5,10,1,0,0,0,0,0,0,0,0
1159,640,73,Graduation,Married,57304.0,1,2013-03-11,61,356,80,329,138,17,106,1026,2,7,6,10,23,5,0,0,0,0,0,0,0,0
1160,4252,59,Graduation,Married,44375.0,1,2014-03-23,73,213,5,28,7,7,41,301,1,4,1,6,11,5,0,0,0,0,0,0,0,0
1161,8432,68,Graduation,Together,54450.0,2,2012-09-14,0,454,0,171,8,19,32,684,12,9,2,8,19,8,0,0,0,0,0,0,0,0
1162,6218,59,Graduation,Married,59594.0,1,2012-10-20,74,457,4,29,0,0,9,499,1,8,1,7,16,7,0,1,0,0,0,1,0,0
1163,6905,30,Graduation,Together,80685.0,0,2012-08-22,55,241,45,604,34,26,54,1004,1,6,4,10,20,2,0,0,0,0,0,0,0,0
1164,5922,50,PhD,Married,40344.0,1,2013-10-13,48,210,0,6,0,0,2,218,2,4,1,5,10,7,0,0,0,0,0,0,0,0
1165,3598,52,Graduation,Married,62710.0,1,2013-05-23,53,441,35,83,7,29,11,606,4,4,2,12,18,4,0,0,0,0,0,0,0,0
1166,6116,56,2n Cycle,Married,48985.0,1,2013-07-05,13,19,13,18,10,7,8,75,1,1,1,3,5,3,0,0,0,0,0,0,0,0
1167,6263,56,Graduation,Together,35322.0,3,2012-08-22,34,28,9,37,12,7,13,106,3,2,0,4,6,8,0,0,0,0,0,0,0,0
1168,10486,76,Graduation,Married,77142.0,0,2013-05-29,54,476,75,162,29,151,97,990,1,4,4,8,16,2,0,0,0,0,0,0,0,0
1169,2410,55,Graduation,Single,81657.0,0,2014-01-22,69,364,40,425,158,60,50,1097,1,3,4,8,15,1,0,0,0,0,0,0,0,0
1170,193,28,Basic,Married,14421.0,0,2014-02-17,81,0,0,2,3,3,8,16,1,1,0,2,3,5,1,0,0,0,0,1,0,0
1171,3363,50,2n Cycle,Married,20130.0,0,2014-03-17,99,0,6,3,7,6,12,34,1,1,0,3,4,8,0,0,0,0,0,0,0,0
1172,8278,34,PhD,Married,74214.0,0,2012-08-26,3,863,83,547,86,99,33,1711,1,8,2,5,15,5,0,0,0,0,0,0,0,0
1173,10660,67,Master,Married,66726.0,2,2014-01-12,61,349,7,35,0,0,47,438,3,8,2,4,14,7,0,1,0,0,0,1,0,0
1174,8686,45,Basic,Together,23724.0,1,2013-01-08,65,5,23,15,0,18,14,75,2,2,0,3,5,8,0,0,0,0,0,0,0,0
1175,1604,64,Master,Married,47353.0,1,2013-11-13,93,184,2,19,8,8,4,225,3,2,2,6,10,5,0,0,0,0,0,0,0,0
1176,5907,72,Master,Married,33444.0,2,2012-11-03,24,8,0,8,0,0,2,18,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1177,10669,43,Graduation,Married,54386.0,1,2013-05-17,8,277,21,64,62,21,25,470,2,3,2,10,15,3,0,0,0,0,0,0,0,0
1178,2918,43,Graduation,Divorced,28510.0,2,2013-04-13,72,44,5,19,0,4,19,91,3,2,0,4,6,5,0,0,0,0,0,0,0,0
1179,5735,33,Master,Single,90638.0,0,2014-02-13,29,1156,120,915,94,144,96,2525,1,3,4,10,17,1,0,0,1,0,0,1,0,0
1180,359,74,Graduation,Together,48070.0,1,2013-01-13,33,373,14,83,6,9,19,504,3,8,2,6,16,7,0,0,0,0,0,0,1,0
1181,8387,67,Graduation,Married,43140.0,1,2013-01-05,68,134,8,76,6,0,11,235,1,4,1,5,10,6,0,0,0,0,0,0,0,0
1182,1829,63,PhD,Divorced,54959.0,1,2013-01-19,55,1148,0,60,0,0,24,1232,3,9,5,4,18,7,0,1,0,0,0,1,0,1
1183,3839,66,Basic,Single,15056.0,2,2013-05-03,76,6,12,3,21,6,40,88,5,2,2,3,7,5,0,0,0,0,0,0,0,0
1184,9392,53,Graduation,Single,26954.0,1,2014-05-08,17,4,1,11,0,0,1,17,1,1,0,2,3,7,0,0,0,0,0,0,0,0
1185,2292,39,Graduation,Single,22327.0,1,2013-08-02,94,5,4,8,2,0,5,24,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1186,10466,59,Graduation,Married,44393.0,2,2013-08-22,86,24,2,20,2,2,10,60,2,1,0,4,5,4,0,0,0,0,0,0,0,0
1187,9855,72,PhD,Single,62000.0,1,2013-08-25,25,899,0,101,0,0,20,1020,1,6,6,13,25,4,0,0,0,1,0,1,0,0
1188,4088,62,PhD,Together,31497.0,1,2012-12-06,22,108,1,28,13,1,4,155,2,3,1,4,8,8,0,0,0,0,0,0,0,0
1189,5231,50,2n Cycle,Married,45894.0,2,2014-02-27,15,27,2,7,0,2,13,51,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1190,590,54,Master,Divorced,78579.0,0,2012-12-22,35,816,66,549,216,66,99,1812,1,5,6,4,15,3,0,0,0,0,0,0,0,1
1191,8732,55,Master,Widow,67369.0,1,2012-11-17,81,1298,0,70,37,14,42,1461,4,7,4,10,21,4,0,1,1,0,0,2,0,1
1192,2315,64,Graduation,Divorced,58401.0,1,2014-04-20,55,10,0,11,17,29,29,96,1,1,2,2,5,4,0,0,0,0,0,0,0,0
1193,3515,72,Graduation,Single,62307.0,1,2014-02-17,94,87,13,34,10,6,10,160,1,4,0,4,8,5,0,0,0,0,0,0,0,0
1194,2245,55,Master,Married,43641.0,2,2013-04-22,50,57,2,51,4,2,23,139,3,2,1,4,7,6,0,0,0,0,0,0,0,0
1195,6283,56,Master,Divorced,63841.0,1,2013-04-21,64,635,15,100,20,7,131,908,1,9,3,9,21,6,0,0,0,0,0,0,0,0
1196,2246,59,2n Cycle,Married,46891.0,1,2013-09-01,91,43,12,23,29,15,61,183,1,2,1,4,7,4,0,0,0,0,0,0,0,0
1197,6606,55,Master,Married,70091.0,1,2013-03-31,11,964,34,137,15,0,11,1161,2,5,2,10,17,8,0,1,0,0,0,1,0,0
1198,5545,52,PhD,Married,78075.0,0,2014-04-05,72,572,8,259,34,35,80,988,1,3,5,5,13,1,0,0,0,0,0,0,0,0
1199,7342,63,2n Cycle,Widow,59184.0,1,2012-09-09,6,341,142,113,259,151,66,1072,3,6,6,12,24,5,0,0,0,0,0,0,0,0
1200,837,47,Graduation,Married,54809.0,2,2013-09-11,0,63,6,57,13,13,22,174,4,2,1,5,8,4,0,0,0,0,0,0,0,0
1201,9500,65,Graduation,Married,58113.0,1,2013-01-25,66,221,104,169,102,78,84,758,3,9,2,8,19,7,0,0,0,0,0,0,1,0
1202,3602,66,Master,Married,51412.0,1,2013-12-31,42,140,3,29,4,5,14,195,2,3,2,4,9,4,0,0,0,0,0,0,0,0
1203,234,45,Graduation,Divorced,15287.0,1,2012-10-10,60,1,2,8,4,3,13,31,2,1,1,2,4,7,1,0,0,0,0,1,0,1
1204,2995,67,Master,Together,66636.0,0,2013-08-17,64,291,10,689,84,10,0,1084,1,3,4,9,16,1,0,0,0,0,0,0,0,0
1205,1118,68,Master,Married,50965.0,1,2013-02-20,87,544,13,85,8,6,29,685,3,10,4,5,19,8,1,0,0,0,0,1,0,0
1206,7789,59,PhD,Married,84618.0,0,2013-11-22,96,684,100,801,21,66,0,1672,1,6,9,10,25,2,0,0,1,0,0,1,0,0
1207,3068,34,Graduation,Married,18351.0,0,2013-10-29,1,1,12,9,0,14,7,43,1,2,0,3,5,7,0,0,0,0,0,0,0,0
1208,8955,67,PhD,Together,40451.0,2,2014-02-16,54,35,0,4,0,0,10,49,1,1,1,2,4,5,1,0,0,0,0,1,0,0
1209,945,59,Graduation,Together,36317.0,1,2013-05-22,53,87,3,25,3,2,13,133,2,3,0,4,7,7,0,0,0,0,0,0,0,0
1210,5644,67,Graduation,Together,42213.0,1,2013-10-12,96,309,3,24,4,3,20,363,2,5,1,7,13,7,0,1,0,0,0,1,0,0
1211,7192,69,Graduation,Together,65748.0,1,2013-04-15,58,172,73,93,95,78,34,545,2,2,4,10,16,1,0,0,0,0,0,0,1,0
1212,2324,52,Graduation,Together,77044.0,1,2013-10-27,12,625,38,242,50,34,76,1065,2,7,11,11,29,4,1,0,0,0,0,1,0,0
1213,697,55,Graduation,Together,74918.0,0,2013-03-12,78,972,59,913,25,19,59,2047,1,5,9,6,20,3,0,0,1,0,0,1,0,0
1214,3439,52,Graduation,Married,56721.0,2,2012-10-31,64,157,6,39,6,13,75,296,5,4,1,5,10,6,0,0,0,0,0,0,0,0
1215,1506,49,Graduation,Single,42160.0,2,2013-06-28,26,48,9,45,3,15,20,140,4,2,1,4,7,6,0,0,0,0,0,0,0,1
1216,232,59,Graduation,Single,61559.0,1,2013-07-17,8,279,83,88,32,14,34,530,1,4,2,10,16,3,0,0,0,0,0,0,0,0
1217,8876,61,PhD,Together,33629.0,2,2012-08-08,49,132,0,16,0,0,4,152,5,3,1,4,8,9,0,0,0,0,0,0,0,0
1218,4500,33,PhD,Together,68682.0,0,2013-10-06,56,919,0,505,99,30,45,1598,1,4,9,10,23,2,0,0,0,0,0,0,0,0
1219,9739,61,Graduation,Single,34377.0,1,2013-01-19,55,62,0,22,3,1,26,114,2,2,2,2,6,7,0,0,0,0,0,0,0,0
1220,10395,38,Basic,Single,8940.0,1,2012-08-22,25,1,45,3,4,6,42,101,3,3,1,3,7,8,0,0,0,0,0,0,0,0
1221,1176,51,Graduation,Married,26228.0,1,2013-09-22,50,2,6,4,3,1,9,25,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1222,1627,67,2n Cycle,Divorced,77297.0,0,2013-01-26,84,408,61,109,48,122,41,789,1,5,7,9,21,4,0,0,0,1,0,1,0,0
1223,938,43,Graduation,Married,40211.0,2,2013-07-30,30,51,1,7,2,1,25,87,2,2,1,2,5,8,1,0,0,0,0,1,0,0
1224,2740,66,PhD,Widow,33438.0,2,2013-09-22,81,62,1,16,3,2,6,90,4,2,1,4,7,5,0,0,0,0,0,0,0,0
1225,257,65,PhD,Married,75032.0,1,2013-04-28,74,952,12,180,47,12,12,1215,2,5,4,9,18,3,0,0,0,0,0,0,0,0
1226,4058,69,PhD,Single,61284.0,0,2013-10-12,76,618,15,106,20,7,45,811,1,11,2,8,21,6,0,1,0,0,0,1,0,0
1227,7736,38,Graduation,Married,22518.0,1,2012-10-22,36,11,7,12,2,2,27,61,2,2,1,2,5,5,1,0,0,0,0,1,0,1
1228,8210,49,Master,Married,54730.0,1,2013-08-15,64,318,3,17,4,7,56,405,5,4,1,8,13,4,0,0,0,0,0,0,0,0
1229,833,69,Master,Married,38452.0,2,2014-03-30,62,56,0,14,0,0,2,72,3,3,0,3,6,7,0,0,0,0,0,0,0,0
1230,6230,53,Graduation,Divorced,44421.0,2,2013-02-15,53,110,5,59,7,1,7,189,5,5,0,4,9,8,0,0,0,0,0,0,0,0
1231,7325,38,PhD,Together,38197.0,1,2013-06-29,86,23,0,11,2,1,3,40,1,1,0,3,4,5,0,0,0,0,0,0,0,0
1232,1307,46,Graduation,Divorced,41986.0,1,2014-02-09,15,27,5,8,8,3,12,63,3,3,0,4,7,4,0,0,0,0,0,0,0,0
1233,1502,41,Graduation,Together,28427.0,1,2013-03-21,67,18,3,19,3,3,6,52,2,2,0,3,5,8,0,0,0,0,0,0,0,0
1234,6211,48,PhD,Together,37395.0,1,2014-05-02,47,18,0,9,0,1,11,39,1,1,0,3,4,6,0,0,0,0,0,0,0,0
1235,843,53,Graduation,Married,64722.0,1,2014-05-26,47,303,0,280,60,147,15,805,4,8,2,11,21,6,0,0,0,0,0,0,0,0
1236,4174,68,Master,Together,55249.0,1,2014-04-17,81,97,1,19,2,0,11,130,1,2,1,4,7,3,0,0,0,0,0,0,0,0
1237,9757,52,Graduation,Together,84906.0,0,2013-10-04,98,997,15,414,99,30,76,1631,1,5,6,12,23,2,0,1,1,0,1,3,0,0
1238,6918,35,Graduation,Married,28691.0,1,2013-07-04,56,5,4,13,8,0,4,34,1,1,0,3,4,8,0,0,0,0,0,0,0,0
1239,286,72,Graduation,Single,44213.0,2,2013-11-29,48,95,11,35,0,4,7,152,4,2,1,5,8,6,0,0,0,0,0,0,0,0
1240,11086,40,Basic,Single,25707.0,1,2014-01-18,18,1,6,2,3,6,3,21,1,1,0,3,4,7,0,0,0,0,0,0,0,0
1241,1921,57,PhD,Married,59062.0,3,2013-10-03,74,46,1,12,3,0,9,71,2,2,0,3,5,4,0,0,0,0,0,0,0,0
1242,4138,62,Graduation,Single,76624.0,1,2014-05-24,68,411,106,147,54,115,66,899,1,5,10,7,22,1,1,0,0,0,0,1,0,0
1243,7718,77,Master,Together,66000.0,0,2014-04-20,36,244,51,270,101,0,45,711,1,1,3,5,9,1,0,0,0,0,0,0,0,0
1244,1291,46,PhD,Together,27683.0,1,2012-08-04,90,152,9,121,12,12,45,351,4,6,2,4,12,8,0,0,0,0,0,0,0,0
1245,6862,53,Graduation,Divorced,1730.0,0,2014-05-18,65,1,1,3,1,1,1,8,15,0,0,0,0,20,0,0,0,0,0,0,0,0
1246,4136,32,Basic,Single,7500.0,1,2012-12-03,63,10,17,18,8,26,40,119,4,3,2,2,7,9,0,0,0,0,0,0,0,0
1247,803,56,Graduation,Together,40521.0,2,2013-04-05,82,12,0,5,0,0,4,21,1,0,1,2,3,5,0,0,0,0,0,0,0,0
1248,4298,51,PhD,Together,20427.0,1,2014-03-24,63,5,0,4,0,0,1,10,1,1,0,2,3,8,0,0,0,0,0,0,0,0
1249,10833,49,Graduation,Married,65106.0,1,2014-05-24,55,790,19,133,12,0,19,973,3,8,3,13,24,6,0,1,0,0,0,1,0,0
1250,9606,59,PhD,Married,69969.0,0,2013-08-27,64,882,29,514,38,29,44,1536,1,4,2,6,12,3,0,0,1,1,0,2,0,1
1251,8534,72,Graduation,Married,67433.0,2,2013-07-16,51,615,28,259,12,48,30,992,4,6,5,13,24,4,0,1,0,0,0,1,0,0
